,item_name,url,origin_price,colors,prices,version,images,category
42,Laptop MSI Modern 14 C12MO-660VN (I5-1235U/16GB/512GB/14.0 FHD/WIN11/Đen) - Chính hãng,https://hoanghamobile.com/laptop/laptop-msi-modern-14-c12mo-660vn,"15,990,000 ₫",['Đen'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/5961_laptop-msi-modern-14-c12mo-660vn/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/09/17/660vn-1_638621644398169173.png']",MSI
43,"Laptop MSI Modern 14 C7M-220VN (R5-7530U/8GB/512GB/14"" FHD/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-msi-modern-14-c7m-220vn-chinh-hang,"11,990,000 ₫",['Màu Đen'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/3876_laptop-msi-modern-14-c7m-220vn-chinh-hang/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/10/24/msi-modern-14-c7m-1.png']",MSI
44,Laptop MSI Modern 15 H (C13M-216VN) ( i7-13700H/16GB/1TB/15.6 FHD IPS/Win11/Đen) - Chính hãng,https://hoanghamobile.com/laptop/laptop-msi-modern-15-h-c13m-216vn,"22,490,000 ₫",['Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/11/07/c13m-216vn-1.png'],MSI
45,"Laptop MSI Creator 16 AI Studio A1VIG (078VN) (Ultra 9-185H/64GB/2TB/RTX4090/16"" FHD 4K 120Hz/Balo/Win11) - Chính hãng",https://hoanghamobile.com/laptop/msi-creator-16-ai-studio-a1vig-078vn,"109,990,000 ₫",['Đen'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/5030_msi-creator-16-ai-studio-a1vig-078vn/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/08/03/msi-creator-16-ai-studio-a1vig-078vn-1.png']",MSI
46,"Laptop Gaming MSI Bravo 15 C7VFK-275VN (Ryzen 7 7735HS/16GB/512GB/RTX 4060/15.6"" FHD 144Hz/Windows 11/Ba lô) - Chính hãng",https://hoanghamobile.com/laptop/msi-bravo-15-c7vfk-275vn,"28,990,000 ₫",['Màu Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/04/17/laptop-gaming-msi-bravo-15-c7vfk-275vn-r7-7735hs-8cfa10969f4a481a9defec37c5ab639e.png'],MSI
47,"Laptop MSI Cyborg 15 AI A1VE-053VN (Core Ultra 7 155H/16GB/512GB/RTX 4050/15.6"" FHD 144Hz/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-msi-cyborg-15-ai-a11ve-053vn-chinh-hang,"34,990,000 ₫",['Màu Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/02/28/msi-cyborg-15-ai-a1v.png'],MSI
48,"Laptop Gaming MSI GF63 12UCX-841VN (i5-12450H/8GB/512GB/RTX 2050/15.6"" FHD 144Hz/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-gaming-msi-gf63-12ucx-841vn-chinh-hang,"17,990,000 ₫",['Màu Đen'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/3877_laptop-gaming-msi-gf63-12ucx-841vn-chinh-hang/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/10/24/msi-gf63-12u-1.png']",MSI
49,"Laptop MSI Cyborg 15 A12VE-240VN (i7-12650H/8GB/512GB/RTX 4050/15.6"" FHD 144Hz/Windows 11/Ba lô) - Chính hãng",https://hoanghamobile.com/laptop/laptop-msi-cyborg-15-a12ve-240vn-chinh-hang,"27,490,000 ₫",['Màu Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/10/24/a12ve-240vn-1.png'],MSI
50,"Laptop Gaming MSI Bravo 15 B7ED-010VN (R5-7535HS/16GB/512GB/RX 6550M/15.6"" FHD 144Hz/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-gaming-msi-bravo-15-b7ed-010vn-chinh-hang,"18,490,000 ₫",['Màu Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/10/06/010vn-1.png'],MSI
51,"Laptop Gaming MSI GF63 Thin 11UC-1228VN (i7-11800H/8GB/512GB/15.6"" FHD/RTX3050/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-msi-gf63-thin-11uc-1228vn-chinh-hang,"23,490,000 ₫",['Màu Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/04/20/gf63-thin-11uc-11ud-1.png'],MSI
52,"Laptop MSI Modern 14 C13M-458VN (i5-1335U/8GB/512GB/14"" FHD/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-msi-modern-14-c13m-458vn-chinh-hang,"17,990,000 ₫",['Màu Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/03/14/c13m-458vn-1.png'],MSI
53,Laptop Gaming MSI Thin 15 (B13UC-1411VN) (I7-13620H/ 8GB/512GB/RTX 3050/15.6' FHD 144HZ/WIN 11/Xám/Ba lô) - Chính hãng,https://hoanghamobile.com/laptop/laptop-gaming-msi-thin-15-b13uc-1411vn,"23,340,000 ₫",['Xám'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/4511_laptop-gaming-msi-thin-15-b13uc-1411vn/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/08/27/thin-1.png']",MSI
54,"Laptop Gaming MSI Thin 15 (B12UCX-1419VN) (I5-12450H/8GB/512GB/RTX 2050/15.6"" FHD 144HZ/WIN 11/Xám/Ba lô) - Chính hãng",https://hoanghamobile.com/laptop/laptop-gaming-msi-thin-15-b12ucx-1419vn,"18,990,000 ₫",['Xám'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/4510_laptop-gaming-msi-thin-15-b12ucx-1419vn/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/08/27/thin-1.png']",MSI
55,"Laptop Gaming MSI Cyborg 15 A12UCX-618VN (i5-12450H/16GB/512GB/RTX 2050/15.6"" FHD 144Hz/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-gaming-msi-cyborg-15-a12ucx-618vn-chinh-hang,"19,990,000 ₫",['Màu Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/02/19/msi-gaming-cyborg-15-a12u.png'],MSI
56,"Laptop MSI Modern 15 B12MO-628VN (i5-1235U/16GB/512GB/15.6"" FHD/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-msi-modern-15-b12mo-628vn-chinh-hang,"14,490,000 ₫",['Màu Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/08/17/b12mo-628vn-1.png'],MSI
57,"Laptop ASUS VivoBook Go 14 E1404FA-NK177W (R5-7520U/16GB/512GB/14"" FHD/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-vivobook-go-e1404fa-nk177w-chinh-hang,"14,490,000 ₫",['Bạc'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/07/31/e1404fa-1.png'],ASUS
58,Laptop ASUS Vivobook S 14 OLED S5406SA-PP059WS (U7-258V/32GB/1TB/14 inch 3K OLED/Win 11+Office/Xanh) - Chính hãng,https://hoanghamobile.com/laptop/asus-vivobook-s-14-oled-s5406sa-pp059ws,"35,990,000 ₫",['Xanh'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2025/01/07/s5406sa-pp059ws-1.png'],ASUS
59,"Laptop ASUS Vivobook 14 OLED A1405VA-KM095W (i5-13500H/16GB/512GB/14"" 2.8K OLED/Windows 11/Chuột) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-vivobook-14-oled-a1405va-km095w-chinh-hang,"20,990,000 ₫",['Bạc'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/08/17/a1405va-km095w-1.png'],ASUS
60,Laptop Asus Vivobook 14 A1407CA-LY008WS (Ultra 5 225H/16GB/512GB/Intel Arc/14 inch WUXGA IPS/Win 11/Office /Bạc) - Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-vivobook-14-a1407ca-ly008ws,"26,490,000 ₫",['Bạc'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/6467_laptop-asus-vivobook-14-a1407ca-ly008ws/a1407ca-ly008ws-1.jpg', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2025/02/17/a1407ca-ly008ws-1.png']",ASUS
61,Laptop ASUS Vivobook S 14 OLED S5406SA-PP060WS (U5-226V/16GB/512GB/14 inch 3K OLED/Win 11+Office/Xanh) - Chính hãng,https://hoanghamobile.com/laptop/asus-vivobook-s-14-oled-s5406sa-pp060ws,"28,990,000 ₫",['Xanh'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2025/01/07/s5406sa-pp059ws-1_638718667728679546.png'],ASUS
62,"Máy tính xách tay Asus Vivobook A1405VA-KM257W (i5-13500H/16GB/512GB/Iris Xe/14"" OLED 2.8K/Win11/Black) - Chính hãng",https://hoanghamobile.com/laptop/may-tinh-xach-tay-asus-vivobook-a1405va-km257w,"20,990,000 ₫",['Black'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/06/04/asus-vivobook-a1405va-km257w-1.png'],ASUS
63,Laptop ASUS ExpertBook P1 P1403CVA-i508-50W (i5-13420H/8GB/512GB/14.0inch FHD/Win11/Xám)- Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-expertbook-p1-p1403cva-i508-50w,"17,390,000 ₫",['Xám'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2025/02/20/p1403cva-i508-50w-1.jpg'],ASUS
64,Laptop ASUS Zenbook 14 (UM3406KA-PP555WS) (RYZEN AI 7 350/32GB/512GB/14.0_3K/OLED-120Hz/W11SL/TUI/OFFICE/ĐEN) - Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-zenbook-14-um3406ka-pp555ws,"31,990,000 ₫",['Đen'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/6565_laptop-asus-zenbook-14-um3406ka-pp555ws/um3406ka-pp555ws-1.jpg', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2025/03/06/um3406ka-pp555ws-1.png']",ASUS
65,Laptop ASUS Zenbook A14 (UX3407QA-QD299WS) (X1-26-100/16GD5X/512GB/14.0_WUXGA/OLED/WiFi6E/BT5/3C70WHrs/W11SL/TÚI/BE) - Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-zenbook-a14-ux3407qa-qd299ws,"29,990,000 ₫",['Be'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/6566_laptop-asus-zenbook-a14-ux3407qa-qd299ws/ux3407qa-qd299ws.jpg', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2025/03/06/ux3407qa-qd299ws-3.png']",ASUS
66,"Laptop ASUS Vivobook S 14 Flip TP3402VA-LZ118W (i9-13900H/16GB/512GB/14"" IPS Cảm ứng/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-vivobook-flip-tp3402va-lz118w-chinh-hang,"26,490,000 ₫",['Bạc'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/04/05/vivobook-s-14-flip-tp3402v-refresh-product-photo-2s-cool-silver-05-2400x2400.png'],ASUS
67,"Laptop Asus Gaming Vivobook 16X K3605ZU-RP296W (i5-12500H/16GB/512GB/RTX4050/16"" WUXGA/Win11/Đen) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-gaming-vivobook-16x-k3605zu-rp296w,"29,990,000 ₫",['Đen'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/5036_laptop-asus-gaming-vivobook-16x-k3605zu-rp296w/artboard-2.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/08/06/k3605zu-rp296w-1.png']",ASUS
68,Laptop ASUS TUF Gaming A15 FA506NFR-HN075W (R7 7435HS/RTX 2050/16GB/512GB/15.6 inch FHD 144Hz/Win 11/Đen) - Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-a15-fa506nfr-hn075w,"22,990,000 ₫",['Đen'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/5912_laptop-asus-tuf-gaming-a15-fa506nfr-hn075w/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/09/14/hn075w-1.png']",ASUS
69,"Laptop Asus TUF Gaming A15 FA507NUR-LP101W (R7-7435HS/RTX4050 /16GB/512GB/15.6""FHD 144Hz/Win11/Đen) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-a15-fa507nur-lp101w,"30,490,000 ₫",['Đen'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/5913_laptop-asus-tuf-gaming-a15-fa507nur-lp101w/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/09/14/lp101w-1.png']",ASUS
70,"Laptop ASUS Vivobook 14X OLED K3405ZF-KM184W (i5-12500H/16GB/512GB/RTX 2050/14"" 2.8K OLED 90Hz/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-vivobook-14x-oled-k3405zf-km184w-chinh-hang,"25,990,000 ₫",['Bạc'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/01/19/asus-vivobook-14x-oled-k3405-silver-1.png'],ASUS
71,"Laptop Asus TUF Gaming FA506NFR-HN006W (R7 7435HS/16GB/512GB/RTX205015.6"" FHD/Win11/Đen) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-fa506nfr-hn006w,"21,990,000 ₫",['Đen'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/5968_laptop-asus-tuf-gaming-fa506nfr-hn006w/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/09/17/hn006w-1.png']",ASUS
72,Laptop ASUS TUF Gaming A15 FA507NV-LP061W (R7-7735HS/RTX 4060/16GB/1TB/15.6 inch FHD 144Hz/Win 11/Xám) - Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-a15-fa507nv-lp061w,"34,990,000 ₫",['Xám'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/5917_laptop-asus-tuf-gaming-a15-fa507nv-lp061w/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/09/14/lp061w-1.png']",ASUS
73,Laptop ASUS TUF Gaming F15 FX507VU-LP315W (i7-13620H/RTX 4050/16GB/512GB/15.6 inch FHD 144Hz/Win 11/Xám) - Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-f15-fx507vu-lp315w,"34,490,000 ₫",['Xám'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/5915_laptop-asus-tuf-gaming-f15-fx507vu-lp315w/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/09/14/lp315w-1.png']",ASUS
74,Laptop ASUS Vivobook 15 OLED A1505VA-MA492W (I7-13700H/16GB/512GB PCIE/15.6 2.8K OLED/WIN11/Bạc) - Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-vivobook-15-oled-a1505va-ma492w,"21,990,000 ₫",['Bạc'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/5911_laptop-asus-vivobook-15-oled-a1505va-ma492w/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/09/14/ma492w-1.png']",ASUS
75,Laptop ASUS X515MA-BR481W (N4020/4GB/256GB/15.6HD/WIN11/Bạc) - Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-x515ma-br481w,"7,990,000 ₫",['Bạc'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/5559_laptop-asus-x515ma-br481w/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/08/27/x515ma-br481w-1.png']",ASUS
76,Laptop Asus X515MA-BR480W (N4020/4GB/256GB/15.6 HD/WIN11/Bạc)- Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-x515ma-br480w,"7,990,000 ₫",['Bạc'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/5558_laptop-asus-x515ma-br480w/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/08/27/x515ma-br480w-1.png']",ASUS
77,Laptop ASUS TUF Gaming F15 FX507VV-LP304W (I7-13620H/RTX 4060/16GB/1TB/15.6 inch FHD 144Hz/Win 11/Xám) - Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-f15-fx507vv-lp304w,"37,990,000 ₫",['Xám'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/5919_laptop-asus-tuf-gaming-f15-fx507vv-lp304w/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/09/14/lp304w-1.png']",ASUS
78,Laptop Asus VivoBook 15 OLED A1505VA-MA468W (i5 13500H/16GB RAM/512GB SSD/15.6 Oled 2.8K/Win11/Đen/Chuột) - Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-vivobook-15-oled-a1505va-ma468w,"18,490,000 ₫",['Đen'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/5907_laptop-asus-vivobook-15-oled-a1505va-ma468w/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/09/14/ma468w-1.png']",ASUS
79,Laptop ASUS ExpertBook B1 B1402CBA-NK3507 (i7-1255U/8GB/512GB/14 inch FHD/No OS/Đen) - Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-expertbook-b1-b1402cba-nk3507,"16,990,000 ₫",['Đen'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/6001_laptop-asus-expertbook-b1-b1402cba-nk3507/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/09/27/nk3507-1.png']",ASUS
80,Laptop Asus ExpertBook B1 B1402CVA-NK1280 (i7-1355U/8GB/1TB/14.0inch FHD/No OS/Đen) - Chính hãng,https://hoanghamobile.com/laptop/asus-expertbook-b1-b1402cva-nk1280,"18,590,000 ₫",['Đen'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/6015_asus-expertbook-b1-b1402cva-nk1280/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/10/09/nk1280-19.jpg']",ASUS
81,"Laptop ASUS Gaming TUF FX507ZC4-HN095W (I5-12500H/16GB/512GB/RTX 3050/15.6"" FHD 144HZ/WIN11/Xám) - Chính hãng",https://hoanghamobile.com/laptop/asus-gaming-tuf-fx507zc4-hn095w,"24,990,000 ₫",['Xám'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/4992_asus-gaming-tuf-fx507zc4-hn095w/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/07/29/fx507zc4-hn095w-1.png']",ASUS
82,"Laptop ASUS Vivobook 14X OLED S3405VA-KM071W (i9-13900H/16GB/512GB/14"" 2.8K OLED/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-vivobook-14x-oled-s3405va-km071w-chinh-hang,"26,990,000 ₫",['Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/02/16/asus-vivobook-14x-oled-s3405-k3405-black-1.png'],ASUS
83,"Laptop ASUS Vivobook 15X OLED M3504YA-L1332W (Ryzen 7 7730U/16GB/512GB/15.6"" FHD/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-vivobook-15x-oled-m3504ya-l1332w-chinh-hang,"26,000,000 ₫",['Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/02/16/asus-vivobook-15x-oled-m3504-black-1.png'],ASUS
84,"Laptop ASUS Vivobook 14 OLED M1405YA-KM047W (Ryzen 5 7530U/8GB/512GB/14"" 2.8K OLED 90Hz/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-vivobook-14-oled-m1405ya-km047w-chinh-hang,"17,990,000 ₫",['Bạc'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/02/01/asus-vivobook-14-oled-m1405-silver-1.png'],ASUS
85,"Laptop ASUS Zenbook 14 OLED UX3402VA-KM203W (i5-1340P/16GB/512GB/14"" 2.8K OLED/Windows 11/Túi) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-zenbook-14-oled-ux3402va-km203w-chinh-hang,"27,990,000 ₫",['Bạc'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/12/22/km203w-1.png'],ASUS
86,"Laptop ASUS Vivobook 14 X1404ZA-NK300W (i3-1215U/8GB/256GB/Intel UHD/14"" FHD/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-vivobook-14-x1404za-nk300w-chinh-hang,"13,490,000 ₫",['Xanh Dương'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/11/16/nk300w-1.png'],ASUS
87,"Laptop ASUS Vivobook 16 X1605VA-MB105W (i5-1335U/8GB/512GB/16"" WUXGA/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-vivobook-16-x1605va-mb105w-chinh-hang,"18,190,000 ₫",['Bạc'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/10/27/vivobook-16-x1605v-product-photo-1s-cool-silver-black-keyboard-05-non-backlit-blackkeyboard.png'],ASUS
88,Laptop ASUS Vivobook 14 X1404ZA-NK389W (I7-1255U/16GB/512GB PCIE/14.0 FHD/WIN11/BẠC) - Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-vivobook-14-x1404za-nk389w-chinh-hang,"17,990,000 ₫",['Bạc'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/04/20/asus-vivobook-14-x1404za-nk389w-4.png'],ASUS
89,"Laptop ASUS Vivobook 15 OLED A1505VA-L1491W (i7-13700H/16GB/512GB/15.6"" FHD OLED/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-vivobook-15-oled-a1505va-l1491w-chinh-hang,"23,990,000 ₫",['Bạc'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/04/05/vivobook-15-oled-x1505v-product-photo-1s-cool-silver-black-keyboard-05-2.png'],ASUS
90,"Laptop ASUS Vivobook Go 14 E1404FA-NK186W (Ryzen 5 7520U/16GB/512GB/14"" FHD/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/asus-vivobook-go-e1404fa-nk186w,"11,490,000 ₫",['Màu Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/04/18/asus-vivobook-go-14-e1404f-black-1.png'],ASUS
91,"Laptop ASUS Vivobook 15 X1504VA-NJ069W (i3-1315U/8GB/512GB/15.6"" FHD/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-vivobook-15-x1504va-nj069w-chinh-hang,"13,690,000 ₫",['Bạc'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/03/08/asus-vivobook-15-x1504-silver.png'],ASUS
92,"Laptop ASUS Vivobook S15 S5507QA-MA089WS (Snapdragon X1E-78-100/AI/32GB/1TB/15.6""_3K_OLED/WIN11/Bạc) - Chính hãng",https://hoanghamobile.com/laptop/asus-vivobook-s15-s5507qa-ma089ws,"34,990,000 ₫",['Bạc'],[],,"['https://cdn.hoanghamobile.com/i/preview-np-V2/Uploads/ImageHightlight/5013_asus-vivobook-s15-s5507qa-ma089ws/artboard-1.png', 'https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/07/31/s5507qa-ma089ws-1.png']",ASUS
93,Laptop Asus TUF Gaming F15 FX507VU-LP197W (i7 13620H/32GB/512GB/15.6'' 144Hz/Nvidia RTX 4050 6GB/Win 11) - Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-f15-fx507vu-lp197w-chinh-hang,"33,990,000 ₫",['Màu Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/04/20/lp197w-9.png'],ASUS
94,"Laptop ASUS TUF Gaming A15 FA506NF-HN005W (Ryzen 5 7535HS/8GB/512GB/RTX 2050/15.6"" FHD 144Hz/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-a15-fa506nf-hn005w-chinh-hang,"19,990,000 ₫",['Màu Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/04/05/02-fx506p-l.png'],ASUS
95,Laptop ASUS TUF Gaming A15 FA507NU-LP131W (Ryzen 5 7535HS/16GB/1TB/RTX 4050/15.6'' FHD IPS 144Hz/Windows 11) - Chính hãng,https://hoanghamobile.com/laptop/laptop-asus-gaming-tuf-a15-fa507nu-lp131w-chinh-hang,"22,990,000 ₫",['Xám'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2024/01/19/asus-tuf-gaming-a15-2023-fa507-jaeger-gray-1.png'],ASUS
96,"Laptop ASUS TUF Gaming F15 FX507VV-LP157W (i7-13620H/16GB/512GB/RTX 4060/15.6"" FHD/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-f15-fx507vv-lp157w-chinh-hang,"37,490,000 ₫",['Xám'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/12/22/lp157w-1.png'],ASUS
97,"Laptop ASUS TUF Gaming F15 FX506HF-HN078W (i5-11260H/16GB/512GB/RTX 2050/15.6"" FHD IPS 144Hz) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-gaming-tuf-f15-fx506hf-hn078w-chinh-hang,"20,990,000 ₫",['Đen'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/12/22/fx506hf-1.png'],ASUS
98,"Laptop ASUS TUF Gaming F15 FX507ZU4-LP040W (i7-12700H/16GB/512GB/RTX 4050/15.6"" FHD/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-f15-fx507zu4-lp040w-chinh-hang,"31,990,000 ₫",['Xám'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/11/27/fx507zu4-lp040w-1.png'],ASUS
99,"Laptop ASUS TUF Gaming F15 FX507ZC4-HN099W (i7-12700H/8GB/512GB/RTX 3050/15.6"" FHD 144Hz/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-f15-fx507zc4-hn099w-chinh-hang,"27,990,000 ₫",['Xám'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/10/03/hn099w-1.png'],ASUS
100,"Laptop ASUS TUF Gaming F15 FX507ZV4-LP042W (i7-12700H/16GB/512GB/RTX 4060/15.6"" FHD 144Hz/Windows 11) - Chính hãng",https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-f15-fx507zv4-lp042w-chinh-hang,"37,490,000 ₫",['Xám'],[],,['https://cdn.hoanghamobile.com/i/previewV2/Uploads/2023/09/29/fx507zv4-lp042w-1.png'],ASUS
